Country,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
France,Electricity,Total final consumption (ktoe),10855,11676,12779,13508,13562,14745,15530,16608,17490,17980,18096,18471,19498,20363,21444,22726,23739,24224,25201,25987,27632,28403,28598,29019,29480,30596,30564,31594,32241,33096,34031,33834,35116,36127,36352,36709,36631,37209,35938,38185,36795,38475,39077,36857,37678,38347,38066,37858
France,Heat,Total final consumption (ktoe),229,291,258,194,197,169,172,218,226,238,209,208,206,240,321,354,358,367,433,478,525,523,521,523,550,595,550,561,568,3236,3921,4084,3961,4017,4163,3911,3334,3639,3197,2850,2984,3066,3123,2836,3139,3530,3596,3658
France,Total,Total final consumption (ktoe),125609,132971,142225,136072,129285,134048,134704,143662,146601,141289,134308,129519,132168,134405,136895,138538,140949,139839,141884,141658,151994,152982,149564,148081,151189,157184,155999,160108,160585,162163,167852,163834,167184,168724,167549,165393,162247,162867,156159,159768,153942,158150,160519,150685,153073,155007,155022,151377
Germany,"Coal, peat and oil shale",Total final consumption (ktoe),60219,56333,55692,54444,48649,48371,45923,45970,48942,49203,48701,46852,47302,50299,51804,48196,48439,46191,44818,39247,27045,20313,16948,15074,13594,12886,11901,10343,9271,8962,8450,7988,8395,7455,6816,7695,7097,6868,5946,7178,7830,7234,7059,6788,7600,7268,7163,6663
Germany,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Oil products,Total final consumption (ktoe),116939,123882,133297,121874,120350,126012,126373,132581,136086,122681,112191,106800,106430,107614,110455,115878,112798,113867,106465,111213,118102,119052,120904,118983,119451,121920,121161,121046,116805,114083,116168,111767,108889,106453,104009,104093,91954,98395,93367,94667,91879,91843,94097,92099,92064,92214,94108,89478
Germany,Natural gas,Total final consumption (ktoe),11486,15093,18584,21512,22253,25386,28147,29674,32451,33492,34659,32686,34075,35622,36853,36583,39259,38864,39527,39063,41790,42713,45079,46276,49999,56057,53925,54023,54308,55131,56083,56064,55367,55920,55086,55903,53580,54773,50848,56385,50507,52357,55255,49957,51674,55039,55354,57018
Germany,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Renewables and waste,Total final consumption (ktoe),1855,2026,1749,1732,1682,1624,1599,1567,1550,1906,1974,2108,2199,2461,2530,2714,2540,2690,2496,2984,2846,2670,2695,2723,2727,2768,4149,4436,4419,4828,5205,5567,7944,8894,10185,12751,14286,14708,14248,16661,15628,16934,17201,15716,15706,15540,15839,15866
Germany,Electricity,Total final consumption (ktoe),23285,25180,26905,27971,27645,29817,30687,32375,33624,33695,33931,33767,34523,36061,37191,37763,38737,39331,39973,39130,39151,38773,38355,38140,38797,39412,39701,40080,40712,41569,42585,43724,44273,44851,44918,45411,45531,45379,42775,45744,45131,45101,44911,44003,44278,44502,44622,44104
Germany,Heat,Total final consumption (ktoe),4444,5116,5490,5468,5835,6588,6796,7461,7693,7693,7844,7780,8269,8750,9497,9587,10083,9401,9454,9150,9027,8502,8472,8331,8747,9030,8217,8340,8207,6831,6941,6837,10231,10717,10653,10629,10199,10412,10213,11268,10036,10250,10386,9149,9594,9781,9806,9549
Germany,Total,Total final consumption (ktoe),218228,227630,241717,233001,226415,237798,239526,249628,260346,248670,239300,229994,232798,240808,248330,250721,251855,250344,242732,240788,237960,232023,232452,229528,233315,242073,239054,238268,233723,231404,235432,231947,235100,234289,231667,236482,222648,230534,217397,231902,221010,223718,228909,217712,220917,224343,226892,222678
Greece,"Coal, peat and oil shale",Total final consumption (ktoe),378,463,520,558,557,536,460,438,542,469,380,577,893,1128,1263,1192,1149,1228,1218,1218,1215,1047,1084,1055,1050,1024,957,946,752,878,893,697,603,559,443,401,534,396,172,302,217,227,212,232,224,199,196,282
Greece,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,27,15,6,12,13,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Oil products,Total final consumption (ktoe),5081,5807,6465,5737,5947,6856,7099,7779,8016,8057,7784,7933,7899,8033,8130,7975,8658,9058,9751,9779,10016,10056,9949,10010,10382,11412,11755,12305,12173,12414,12925,13294,14216,13876,14133,14483,14320,13673,13461,12182,11422,9473,8258,8389,8919,9063,8792,8493
Greece,Natural gas,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,25,26,40,53,59,72,97,92,97,92,88,57,6,4,7,73,344,351,378,377,420,511,594,714,818,845,1001,1071,1135,1468,1336,1229,1183,1317,1194,1253,1297
Greece,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Renewables and waste,Total final consumption (ktoe),450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,500,500,515,952,963,970,977,976,982,997,1032,1037,1043,1104,1101,1113,1081,1106,1136,1171,1342,1244,1183,1253,1456,1578,1383,1399,1564,1377,1368,1358
Greece,Electricity,Total final consumption (ktoe),849,962,1093,1107,1176,1296,1378,1560,1639,1711,1713,1732,1853,1977,2049,2074,2153,2313,2408,2448,2522,2640,2681,2812,2931,3058,3200,3380,3492,3710,3830,4007,4181,4277,4377,4516,4745,4871,4704,4567,4453,4473,4195,4256,4367,4588,4641,4254
Greece,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26,28,28,28,46,43,49,56,41,44,49,46,54,45,42,50,50,51,51,52
Greece,Total,Total final consumption (ktoe),6758,7683,8528,7852,8157,9152,9393,10240,10660,10701,10337,10717,11121,11628,11946,11750,12531,13195,13984,14494,14808,14801,14748,14859,15350,16498,17042,18037,17838,18512,19154,19558,20638,20455,20852,21445,21828,21228,20641,19485,19071,17131,15319,15509,16441,16472,16300,15735
Hungary,"Coal, peat and oil shale",Total final consumption (ktoe),4607,4164,4080,3883,3465,3544,3417,3832,3740,3539,3410,3525,3400,3383,3787,3435,3524,3423,3049,2360,2343,1357,1268,1231,1044,931,748,551,618,578,548,563,580,615,617,628,537,551,382,412,461,399,289,233,272,277,354,256
Hungary,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,9,9,5,5,3,3,3,3,3,3,1,0,0
Hungary,Oil products,Total final consumption (ktoe),5102,5674,6459,6948,7502,7857,8358,9021,9048,8999,8853,8273,7566,7575,7427,7116,7333,7091,7241,7117,6101,5919,5353,5434,5229,4924,4893,5252,5097,5201,5004,5485,5417,5619,6520,6757,6785,6551,6358,6058,5786,5460,5349,5964,6503,6486,7006,7457
Hungary,Natural gas,Total final consumption (ktoe),2295,2449,2804,3025,3227,3649,4003,4330,4468,4611,4566,4806,5020,5511,5584,5867,6174,6098,6556,6200,6084,5166,5918,5993,6484,7255,6732,6695,6708,6692,7340,7196,7728,7756,8052,7409,6472,6471,6089,6459,6255,5515,5728,5498,5740,6030,6270,6062
Hungary,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Renewables and waste,Total final consumption (ktoe),525,535,617,595,446,516,485,451,525,494,542,527,528,618,541,472,478,415,464,704,736,746,768,771,813,794,776,779,786,774,809,821,826,713,1183,1283,1380,1332,1800,2006,2252,2388,2460,2122,2236,2221,2166,1974
Hungary,Electricity,Total final consumption (ktoe),1309,1405,1509,1612,1694,1819,1938,2110,2144,2199,2237,2316,2409,2529,2594,2637,2751,2750,2774,2717,2539,2436,2339,2372,2386,2466,2480,2491,2488,2531,2626,2707,2700,2736,2781,2858,2901,2952,2850,2941,2970,3010,2999,2987,3120,3194,3310,3390
Hungary,Heat,Total final consumption (ktoe),958,999,1059,1074,1355,1370,1560,1809,1623,1724,1738,1854,1838,1958,2038,2036,2063,1988,1705,1591,1646,1463,1376,1272,1295,1334,1449,1521,1498,1447,1524,1304,1367,1223,1308,1240,1189,1157,1090,1090,1012,991,1041,907,985,1064,1039,975
Hungary,Total,Total final consumption (ktoe),14796,15226,16528,17137,17689,18756,19761,21555,21549,21567,21345,21301,20761,21573,21971,21563,22323,21765,21788,20688,19449,17087,17022,17073,17251,17705,17079,17289,17195,17225,17851,18075,18618,18676,20475,20184,19273,19017,18576,18970,18738,17765,17868,17714,18860,19274,20145,20115
Iceland,"Coal, peat and oil shale",Total final consumption (ktoe),1,1,1,0,0,0,0,0,14,18,31,31,43,61,65,72,58,59,62,64,65,46,45,67,55,64,56,66,57,98,92,96,91,103,99,89,107,93,85,90,91,93,98,87,93,99,103,110
Iceland,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Oil products,Total final consumption (ktoe),455,485,540,539,522,513,532,567,577,546,527,478,467,483,460,480,512,536,531,556,544,583,597,603,592,665,634,621,613,607,597,621,619,637,638,665,633,590,580,532,502,492,538,553,561,555,584,611
Iceland,Natural gas,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Renewables and waste,Total final consumption (ktoe),267,283,305,315,349,362,370,376,438,440,508,525,557,549,542,544,528,574,603,66,67,69,71,72,75,74,77,77,78,81,87,89,89,92,93,95,97,102,104,102,107,107,98,99,108,110,117,125
Iceland,Electricity,Total final consumption (ktoe),122,136,178,182,178,187,201,209,227,246,252,274,286,301,290,303,304,336,340,336,331,330,348,359,366,369,405,473,549,594,620,649,648,667,671,774,936,1310,1346,1351,1377,1406,1447,1447,1502,1488,1538,1590
Iceland,Heat,Total final consumption (ktoe),0,0,0,0,0,3,10,16,28,32,35,46,47,52,62,65,67,69,72,336,334,349,348,354,360,347,354,354,372,388,395,404,404,412,420,424,445,462,461,458,457,511,535,563,601,666,644,806
Iceland,Total,Total final consumption (ktoe),845,905,1024,1037,1048,1065,1112,1168,1284,1282,1354,1353,1400,1446,1418,1464,1470,1576,1607,1358,1340,1378,1410,1455,1449,1520,1526,1592,1670,1768,1792,1859,1851,1910,1922,2048,2217,2558,2577,2532,2533,2609,2714,2749,2864,2918,2986,3241
Ireland,"Coal, peat and oil shale",Total final consumption (ktoe),1305,1203,1031,1183,1096,1151,1255,1048,1464,1360,1545,1613,1772,1569,1707,1869,1839,1733,1731,1684,1566,1266,1242,1009,930,951,814,843,635,661,651,635,694,705,744,698,681,687,629,596,550,537,550,508,500,468,422,432
Ireland,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Oil products,Total final consumption (ktoe),3267,3326,3553,3634,3352,3448,3748,3819,4157,3897,3841,3455,3282,3337,3276,3323,3386,3225,3410,3742,3860,4019,4002,4479,4589,4805,5182,5612,6211,6671,6731,6783,6961,7273,7845,8190,7771,7825,6981,6832,6012,5766,5775,5631,5752,6055,5925,6132
Ireland,Natural gas,Total final consumption (ktoe),0,0,0,0,0,0,0,0,269,345,379,458,390,502,639,709,833,849,928,998,1097,1102,1173,1229,1218,1270,1337,1423,1445,1583,1686,1549,1277,1350,1366,1467,1449,1555,1458,1586,1503,1621,1628,1616,1711,1790,1820,1945
Ireland,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,104,92,93,93,92,98,96,117,110,118,130,130,126,147,184,190,208,234,281,304,265,282,320,370,375,399,468,474
Ireland,Electricity,Total final consumption (ktoe),448,489,529,537,528,576,623,670,742,739,732,736,761,796,839,877,911,922,970,1020,1072,1136,1165,1217,1277,1363,1437,1522,1621,1744,1808,1872,1980,1983,2094,2225,2224,2294,2173,2186,2139,2078,2081,2075,2156,2199,2223,2334
Ireland,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Total,Total final consumption (ktoe),5020,5018,5113,5354,4976,5175,5626,5538,6632,6342,6497,6263,6206,6204,6462,6778,6968,6729,7039,7552,7700,7615,7676,8027,8105,8487,8866,9517,10023,10778,11005,10968,11039,11457,12233,12769,12333,12594,11521,11503,10469,10284,10353,10201,10494,10911,10858,11317
Israel,"Coal, peat and oil shale",Total final consumption (ktoe),3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,87,102,11,7,7,6,5,7,16,1,9,10,19,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,"Crude, NGL and feedstocks",Total final consumption (ktoe),66,65,179,123,154,137,150,150,134,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,21,21,21,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Oil products,Total final consumption (ktoe),2563,2679,2729,2792,2953,2940,2912,3158,3311,3437,3516,3627,3686,3622,3604,4259,4536,4709,4690,5003,5138,4983,5816,6171,6901,7100,7386,7337,7406,8035,7846,7554,7900,8403,7563,7941,8349,8676,8789,9450,8641,9011,8289,8165,8415,8636,9200,8880
Israel,Natural gas,Total final consumption (ktoe),91,93,45,55,50,48,48,48,62,131,131,64,53,44,40,31,35,31,31,28,21,20,22,19,16,8,9,5,4,5,5,0,0,0,0,0,0,0,167,63,118,156,1000,1327,1330,1100,1130,1343
Israel,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Renewables and waste,Total final consumption (ktoe),4,4,3,3,3,3,3,3,3,3,3,3,3,3,233,297,313,329,343,361,382,402,423,443,468,491,518,545,546,603,634,664,699,735,736,748,764,1083,1058,1138,1117,324,362,398,400,406,406,381
Israel,Electricity,Total final consumption (ktoe),559,626,654,679,724,768,817,888,928,942,977,1030,1095,1124,1180,1166,1310,1448,1538,1564,1604,1847,1952,2213,2390,2562,2614,2807,2987,3317,3234,3307,3437,3524,3653,3780,3985,4108,3907,4189,4209,4454,4440,4413,4645,4788,4840,4942
Israel,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Total,Total final consumption (ktoe),3286,3468,3610,3652,3885,3896,3930,4247,4438,4513,4627,4723,4837,4793,5057,5753,6298,6605,6704,6967,7152,7259,8240,8872,9803,10198,10549,10713,10961,11978,11722,11528,12039,12662,11952,12470,13098,13867,13921,14840,14086,13946,14090,14302,14790,14930,15577,15547
Italy,"Coal, peat and oil shale",Total final consumption (ktoe),4084,3881,3681,4025,3538,3602,3573,3429,3665,3816,4101,4384,3743,4459,4813,3774,4023,3300,3322,3570,3361,3662,3408,3434,3193,3010,2884,2668,2547,2681,2867,2287,2748,2757,2683,2304,2368,2069,1077,1886,2277,2274,1621,1382,947,1015,769,896
Italy,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Oil products,Total final consumption (ktoe),63415,66946,69939,67100,62208,65537,62850,63556,67234,64198,61088,59071,59589,60089,58652,58684,60672,61629,62168,61450,60814,60697,60195,58874,60773,61043,61927,62785,63901,62296,63348,63975,64342,63772,63462,63074,62476,60322,55764,54430,53657,49502,46529,47834,47138,46120,45463,45886
Italy,Natural gas,Total final consumption (ktoe),9567,10942,12358,14076,15688,18000,18479,19012,19530,19731,19231,18519,18883,20594,21520,22887,25262,27008,29226,30403,33204,32486,32923,31956,34618,35606,35366,37151,38612,38588,39743,38760,41893,39962,41583,39404,36995,37321,36638,39065,35961,35821,35672,31412,33556,33890,34577,34245
Italy,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Renewables and waste,Total final consumption (ktoe),0,0,0,879,827,804,690,581,652,745,793,748,804,818,718,884,848,884,1135,1069,1180,1333,1258,1447,1445,1398,1519,1562,1653,1802,1869,2691,4017,3018,4605,5390,7171,9035,9292,9296,6787,8868,8779,7725,8633,8319,8907,8616
Italy,Electricity,Total final consumption (ktoe),9226,9854,10581,10978,10774,11807,12221,12719,13403,13739,13705,13898,13837,14613,14963,15423,16234,17061,17826,18455,18868,19216,19292,19910,20488,20696,21342,21940,22479,23472,23880,24312,25059,25411,25871,26550,26597,26596,24937,25736,25953,25515,24712,24204,24719,24594,25104,25200
Italy,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027,3082,3129,3072,3174,3094,3332,3195,3433,3702,3747,3851,3950,4114,4221
Italy,Total,Total final consumption (ktoe),86293,91624,96559,97059,93035,99749,97813,99297,104485,102229,98918,96620,96856,100573,100666,101651,107039,109884,113677,114946,117428,117394,117076,115621,120517,121753,123038,126106,129192,128839,131706,132026,138059,137947,141287,139851,138678,138517,130802,133745,127830,125414,121015,116305,118845,117888,118934,119065
Japan,"Coal, peat and oil shale",Total final consumption (ktoe),22972,25196,24079,24858,25136,24105,22865,20440,22772,25252,27238,25698,23744,25262,26138,24830,23138,25603,25564,27073,26756,25791,25165,24268,24639,24137,23568,20382,19710,20883,20465,20833,21731,21755,22742,23035,23617,22217,20433,22854,22827,22724,22714,22072,21693,21182,21714,21239
Japan,"Crude, NGL and feedstocks",Total final consumption (ktoe),375,161,94,85,79,64,74,74,420,791,1467,1579,1854,2183,1868,1456,1276,1904,2584,506,483,698,647,780,1058,1103,1433,1690,1579,1473,1017,1444,1480,1389,1072,532,378,360,444,533,426,433,332,266,294,116,274,95
Japan,Oil products,Total final consumption (ktoe),144162,152218,170967,166006,154089,163778,167289,172511,175785,159500,151059,146475,148916,155734,153828,157809,163343,172163,176435,181249,183861,186366,188803,194567,202391,204529,204119,200646,206954,205095,203332,203815,199971,200287,196622,191059,183239,167618,167298,166597,162859,160578,161799,155564,154456,150760,150978,144171
Japan,Natural gas,Total final consumption (ktoe),2496,2435,3115,3453,3105,4051,5031,5782,5957,5840,6045,6165,6826,8558,8598,9317,9629,10025,11229,13611,14672,15399,16491,16824,18187,18781,19232,19369,20410,21323,21338,22556,23253,24561,26336,29182,30972,29713,28248,28977,29829,29352,28834,28472,28712,28680,29494,29059
Japan,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,2275,2324,2461,2485,2356,2395,2457,2535,3904,3878,3741,3545,3516,3632,4141,4359,3996,4075,4327,3895,5352,5327,5593,5782,5942,6425,5980,5696,6128,6381,6285,6605,6326,6360,6451,6566,6618
Japan,Electricity,Total final consumption (ktoe),29255,32526,35696,35220,36263,38902,40550,42746,44874,44133,44329,44124,46852,49225,50820,51052,54170,57113,60663,65762,67753,68402,68991,73494,74953,76649,77534,78341,80131,83635,82229,83730,83198,86077,88121,88489,91257,87861,85032,89030,85691,85249,85087,83720,81642,81667,82952,81301
Japan,Heat,Total final consumption (ktoe),0,17,28,45,56,68,74,87,94,102,107,108,121,130,138,141,152,154,172,200,234,257,284,347,378,403,442,477,510,541,540,553,548,595,599,577,599,574,549,583,524,537,547,516,509,531,535,535
Japan,Total,Total final consumption (ktoe),199260,212554,233979,229666,218728,230969,235884,241640,249903,235618,230245,226425,230637,243555,243877,246960,254104,269418,279181,292305,297637,300655,303926,313796,325239,329744,330686,324901,333369,337278,332816,338283,335509,340256,341275,338817,336486,314322,307699,314702,308538,305157,305918,296937,293665,289386,292514,283020
Korea,"Coal, peat and oil shale",Total final consumption (ktoe),5171,5270,6485,6881,6947,7426,8166,8322,8934,9741,10509,10179,10885,11886,12726,13265,13121,13158,11761,11717,10505,8451,7846,7440,7407,7874,7748,7013,7263,9072,9754,9688,9063,8869,7748,8784,8953,9980,8183,9545,10066,9590,9920,9615,10807,9430,8603,9405
Korea,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Oil products,Total final consumption (ktoe),7641,7662,9897,9936,10474,11946,14400,16438,18876,18731,17706,17269,18635,20241,21138,23598,26570,30488,34662,43660,50826,60802,67549,72388,77541,81185,85056,73885,81001,79876,79480,82067,82483,79962,79637,78606,80815,77768,79695,81865,82080,84393,84617,86532,90303,94081,97336,94651
Korea,Natural gas,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,215,409,673,1029,1470,2162,2868,3998,5336,6751,7292,9227,10927,11521,13097,14015,14514,15986,16300,16811,17582,18123,20586,21576,22904,24140,22217,20504,21532,22168,22404
Korea,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,663,710,743,696,930,784,925,974,1058,1316,1298,1339,1556,1712,1834,2083,2292,2491,2520,2725,2842,3164,3490,4244,4651,4428,4968,4508
Korea,Electricity,Total final consumption (ktoe),792,936,1103,1292,1430,1687,1963,2350,2678,2815,3046,3257,3665,4046,4362,4842,5518,6390,7067,8116,8975,9909,10983,12600,14039,15690,17264,16635,18419,22624,24211,25863,27348,29057,30750,31931,33636,34359,34884,38637,40465,41393,41885,41860,42589,44477,44990,45690
Korea,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,767,839,848,762,1023,3292,3241,3336,3259,4343,4497,4405,4590,4722,4437,4332,4497,4273,4256,4558,4364,4760,5085,5547
Korea,Total,Total final consumption (ktoe),13604,13868,17485,18109,18851,21059,24529,27110,30488,31287,31260,30705,33185,36172,38226,41705,45297,50251,53899,64905,71998,81341,89283,96460,104682,111708,118593,106562,117991,127107,129504,135390,137725,138457,140453,142108,147098,146901,147842,157690,161527,165718,168308,169027,173218,178709,183151,182205
Latvia,"Coal, peat and oil shale",Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,312,303,186,202,248,128,125,121,97,82,62,81,67,60,59,73,80,94,92,71,94,98,78,59,54,43,36,37,42
Latvia,"Crude, NGL and feedstocks",Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Oil products,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2066,1897,1551,1545,1318,1172,1109,1159,1114,1095,1101,1184,1206,1285,1332,1366,1507,1636,1534,1355,1399,1281,1259,1279,1307,1377,1370,1428,1450
Latvia,Natural gas,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,698,649,591,435,345,366,366,332,340,319,329,390,447,456,492,508,513,523,501,432,498,397,402,344,327,317,321,328,344
Latvia,Nuclear,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Renewables and waste,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,616,728,721,798,815,881,908,871,878,878,824,915,891,942,998,1018,1019,998,941,1099,973,1040,1142,1071,1111,996,929,1007,1116
Latvia,Electricity,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,715,689,545,407,379,384,355,360,387,384,385,394,420,447,465,493,528,568,570,525,534,532,589,565,566,556,557,558,573
Latvia,Heat,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013,1935,1564,1096,969,930,936,902,819,679,598,642,633,647,595,603,588,568,535,530,575,499,535,518,505,504,581,605,602
Latvia,Total,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6419,6201,5159,4484,4074,3862,3799,3745,3636,3436,3299,3607,3664,3837,3941,4062,4235,4387,4173,4013,4074,3847,4005,3837,3869,3791,3794,3963,4128
Lithuania,"Coal, peat and oil shale",Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,748,849,379,335,284,227,210,170,145,121,81,72,124,161,157,174,240,230,203,160,199,232,227,255,220,177,180,186,199
Lithuania,"Crude, NGL and feedstocks",Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Oil products,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4150,4311,2293,1843,1634,1691,1701,1828,1880,1642,1443,1500,1514,1508,1671,1779,1834,2029,2059,1654,1727,1729,1709,1724,1833,1951,2105,2205,2378
