Country,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lithuania,Natural gas,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2127,2393,1372,701,848,992,1006,912,899,864,906,1004,1033,1053,1029,1099,1167,1693,1497,1097,1100,1567,1617,1315,1396,1461,1392,1565,1455
Lithuania,Nuclear,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Renewables and waste,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,272,261,263,404,428,448,490,498,546,576,605,633,659,679,685,698,723,735,759,744,737,727,755,733,705,697,688,693,700
Lithuania,Electricity,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1033,1022,789,575,560,546,561,579,581,563,533,554,578,617,658,686,725,762,778,720,716,738,767,770,794,803,838,865,894
Lithuania,Heat,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2078,2197,1668,1229,1320,1193,1103,1076,1016,904,828,851,890,922,895,905,944,920,863,885,922,869,905,848,839,798,834,921,910
Lithuania,Total,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10408,11034,6764,5088,5073,5097,5070,5063,5068,4670,4395,4614,4797,4942,5096,5341,5633,6368,6158,5260,5401,5862,5980,5643,5788,5886,6037,6435,6536
Luxembourg,"Coal, peat and oil shale",Total final consumption (ktoe),985,948,977,1058,827,956,861,1117,993,1040,844,822,730,811,828,713,547,568,581,525,463,412,450,394,222,229,169,95,96,110,118,74,57,80,78,93,78,75,67,67,58,54,48,53,49,52,45,42
Luxembourg,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,Oil products,Total final consumption (ktoe),1233,1283,1464,1309,1179,1285,1281,1291,1196,1008,976,962,927,918,978,1047,1196,1211,1353,1477,1733,1783,1784,1755,1616,1660,1701,1752,1842,2011,2128,2146,2316,2646,2722,2595,2484,2504,2333,2454,2544,2471,2422,2289,2190,2137,2193,2314
Luxembourg,Natural gas,Total final consumption (ktoe),13,91,177,257,272,259,282,321,357,357,296,272,255,276,302,302,326,349,393,420,438,456,474,473,514,564,583,590,611,605,602,607,616,644,631,658,641,658,616,675,601,611,601,575,602,633,624,623
Luxembourg,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,16,22,31,33,33,38,59,61,108,112,100,108,106,109,119,140,149,159,179,185
Luxembourg,Electricity,Total final consumption (ktoe),224,237,255,294,267,285,285,292,299,308,290,293,302,322,326,328,335,342,350,357,362,364,377,399,430,422,435,455,472,497,502,508,531,550,529,569,576,567,526,567,558,536,533,532,535,547,550,552
Luxembourg,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,26,67,72,73,76,61,69,58,71,72,70,73,56,51,53,59,67
Luxembourg,Total,Total final consumption (ktoe),2455,2559,2873,2919,2546,2786,2709,3020,2845,2713,2407,2348,2214,2327,2435,2389,2403,2471,2676,2778,2997,3030,3101,3036,2797,2890,2904,2907,3037,3256,3397,3394,3621,4028,4091,4051,3948,3985,3700,3942,3938,3851,3797,3644,3578,3581,3650,3784
Mexico,"Coal, peat and oil shale",Total final consumption (ktoe),1096,1211,1370,1430,1398,1510,1660,1764,1750,1606,1704,1587,1994,1973,1937,1610,1750,1358,1697,1087,892,819,912,884,938,970,998,1033,723,894,877,1231,2407,2348,2801,3916,2666,3518,2074,4040,4974,3049,3769,2610,3882,1851,3411,3257
Mexico,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Oil products,Total final consumption (ktoe),18915,20975,22185,24442,27425,30071,30643,33411,36222,39687,44245,45517,43179,45989,48299,47592,49486,50360,53778,51139,53764,54237,56225,59559,55131,56307,56597,58503,58532,61085,61324,60467,61548,65258,67480,70533,73511,74511,72306,74510,74213,73312,72351,73068,72712,75242,72982,73714
Mexico,Natural gas,Total final consumption (ktoe),6125,6502,7266,7329,7784,8022,8367,10331,11716,12840,14885,15455,16474,14635,14971,12814,13868,13505,13006,13912,14755,14291,12103,12351,12755,13671,13016,12979,12766,12570,10571,11545,11056,11374,11562,12292,12148,13255,11535,12942,13735,14321,14937,14195,13936,14258,15133,15708
Mexico,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Renewables and waste,Total final consumption (ktoe),5972,6004,6209,6321,6304,6319,6415,6719,6892,6878,6778,6896,6981,7174,7186,7370,7635,7417,7389,8571,8168,8113,7979,7669,7921,8126,8413,8456,8336,8228,7585,7450,7527,7563,7836,7772,7673,7659,7317,7209,7295,7265,7754,7163,7143,7166,7430,7566
Mexico,Electricity,Total final consumption (ktoe),2229,2489,2714,3000,3222,3495,3810,4204,4559,4914,5337,5843,5919,6295,6677,6896,7315,7692,8227,8615,8546,8833,9150,9879,10277,9569,10308,10909,11580,12498,12657,12880,14816,15616,16309,16677,17513,17973,17701,18546,20105,21299,20763,21687,22137,23247,23381,24369
Mexico,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Total,Total final consumption (ktoe),34337,37181,39743,42522,46133,49417,50896,56427,61138,65925,72950,75298,74548,76066,79070,76281,80053,80332,84097,83324,86125,86294,86368,90342,87022,88643,89332,91880,91937,95274,93015,93572,97355,102159,105987,111190,113511,116915,110932,117247,120321,119245,119573,118722,119811,121765,122338,124615
Netherlands,"Coal, peat and oil shale",Total final consumption (ktoe),1249,1087,1083,956,697,724,666,749,876,775,776,872,859,1127,1158,1099,1212,1263,1358,1493,1235,1145,1158,1137,1085,1105,1189,1036,917,833,832,841,882,878,833,832,885,786,765,706,774,839,745,704,693,755,828,830
Netherlands,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,2032,1970,2491,2578,1988,1710,2160,2260,2401,2787,2798,3442,3074,3018,3345,3650,3005,2928,2832,2794,2882,2577,2667,2715,2188,2286,2152,1735
Netherlands,Oil products,Total final consumption (ktoe),19573,21969,23466,20881,19395,23515,21624,24075,26612,24351,23557,18287,20486,20305,19737,24802,21246,18596,18175,19002,18289,18822,18540,19031,19280,20104,20015,20002,20495,20216,20624,21266,23404,23372,23089,23750,23933,22774,22439,23794,22447,22868,21872,20737,21507,22443,23256,23166
Netherlands,Natural gas,Total final consumption (ktoe),13511,17819,19295,20246,21614,22898,23093,24352,25736,24256,23320,21328,21605,22455,24119,23376,24578,22457,22424,23715,26334,25111,25588,24457,25176,27947,24658,23772,23068,23092,23218,22360,22702,22793,22274,21471,20243,21179,21206,24688,21086,22040,22070,18761,19654,19703,20052,19525
Netherlands,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,407,410,416,426,434,445,466,488,499,511,520,544,545,559,609,631,743,1051,1051,1147,1012,1092,1109,1121,1236,1210,1146,1262,1589
Netherlands,Electricity,Total final consumption (ktoe),3244,3564,3813,4074,4120,4409,4510,4737,4940,4936,4890,4839,4942,5116,5285,5355,5602,5875,6071,6146,6314,6452,6556,6831,6917,7202,7485,7745,7940,8175,8334,8473,8605,8817,8977,9087,9274,9332,9006,9265,9276,8971,9000,8745,8928,9068,9159,9284
Netherlands,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,133,152,178,238,318,256,235,241,1104,1264,1264,1541,2123,2825,3103,3415,3889,3752,3698,3708,3856,3860,4011,3849,3211,3203,3178,2859,3000,2850,2688,2693,2606,2250,2208,2116,2005
Netherlands,Total,Total final consumption (ktoe),37577,44440,47657,46156,45825,51547,49893,53913,58163,54318,52542,45458,48043,49183,50537,54951,52894,48597,48439,53854,55878,55180,56300,56592,57716,61637,59412,59203,59083,59322,60058,60785,63086,63497,62999,62744,61594,61227,60254,65259,60407,61091,60168,55503,56430,57609,58825,58132
New Zealand,"Coal, peat and oil shale",Total final consumption (ktoe),823,836,857,808,766,790,768,786,768,822,810,799,771,780,745,721,829,1046,961,675,669,593,685,664,606,584,566,554,494,500,618,627,761,593,564,600,649,674,537,580,529,566,634,576,604,548,566,574
New Zealand,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Oil products,Total final consumption (ktoe),3087,3466,3490,3660,3672,3697,3739,3670,3585,3617,3453,3452,3338,3435,3367,3419,3462,3644,3842,4026,3921,4203,4212,4597,4833,4860,4968,4947,5088,5306,5258,5501,5743,5932,5963,6017,6056,6091,5859,5900,5874,5834,5927,6075,6214,6393,6641,6709
New Zealand,Natural gas,Total final consumption (ktoe),51,96,116,176,197,257,259,286,262,348,411,534,711,1180,1315,1305,1315,1316,1307,1798,1985,1962,2014,2145,2357,2643,2596,2467,2707,3012,2843,2966,1869,2039,1333,1336,1337,1371,1687,1778,1702,1928,2255,3012,2691,2911,2802,2492
New Zealand,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Renewables and waste,Total final consumption (ktoe),0,0,0,332,347,358,401,407,395,442,439,417,414,441,434,429,451,476,483,808,821,823,869,910,932,909,951,978,1093,1178,1197,1330,1347,1426,1418,1401,1344,1255,1176,1286,1288,1283,1200,1222,1237,1230,1297,1271
New Zealand,Electricity,Total final consumption (ktoe),1126,1292,1370,1398,1516,1607,1624,1629,1635,1678,1726,1835,1977,2060,2084,2176,2216,2293,2346,2457,2495,2450,2547,2597,2649,2716,2803,2813,2881,2939,3000,3062,3082,3214,3263,3337,3353,3327,3333,3452,3418,3377,3343,3374,3414,3359,3345,3340
New Zealand,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Total,Total final consumption (ktoe),5086,5690,5832,6374,6499,6709,6791,6777,6645,6907,6839,7038,7211,7895,7945,8050,8273,8775,8939,9764,9891,10032,10326,10914,11378,11712,11884,11759,12263,12935,12916,13487,12802,13204,12541,12691,12739,12718,12592,12995,12811,12988,13359,14259,14160,14440,14652,14385
Norway,"Coal, peat and oil shale",Total final consumption (ktoe),820,877,822,930,871,837,744,742,941,871,873,852,890,1005,980,874,845,906,815,775,681,694,746,841,929,919,914,982,938,954,844,714,703,795,673,566,642,666,471,582,560,594,593,590,582,624,621,595
Norway,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Oil products,Total final consumption (ktoe),6951,7119,7308,6841,6963,7344,7782,8045,8516,8091,7526,7181,7032,7411,7674,7985,8125,7763,7533,7362,7102,6871,7094,7227,7641,8059,7860,7938,7994,7506,8020,8102,8663,8373,8186,8530,8709,8398,8209,8545,8174,8053,8069,7940,7849,7665,7364,7602
Norway,Natural gas,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,677,506,697,805,740,770,811,853,699,783,842,846,897,935,976,858,934,885
Norway,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,425,451,475,564,585,640,623,635,676,748,776,799,778,809,898,840,828,907,988,987,958,1024,1133,1349,1199,1034,1097,1092,1036,1123,1079,1066,1149,1123,1400,1380,1279,1161,961,1027,1200,1379,1274
Norway,Electricity,Total final consumption (ktoe),4648,4829,5226,5506,5538,5768,5637,5932,6472,6433,6689,6690,7121,7630,7860,7748,8013,8099,8119,8324,8513,8545,8668,8754,8922,8869,8934,9410,9395,9418,9646,9382,8870,9279,9521,9235,9514,9632,9225,9732,9256,9485,9544,9336,9551,9772,9776,9966
Norway,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,20,25,38,52,68,73,72,74,90,92,102,97,105,115,114,122,133,128,159,171,190,199,209,225,248,263,297,390,340,383,429,410,429,466,490,499
Norway,Total,Total final consumption (ktoe),12419,12825,13355,13277,13372,14375,14614,15193,16493,15980,15728,15346,15697,16748,17299,17434,17849,17619,17348,17434,17226,17031,17517,17907,18585,18921,18845,19585,19809,19799,20381,19974,20214,20487,20452,20404,20990,20961,20024,21433,20552,20642,20693,20172,20414,20585,20565,20821
Poland,"Coal, peat and oil shale",Total final consumption (ktoe),28984,28630,29019,29353,30253,31348,31269,31339,30760,31956,30144,31081,28485,29069,30283,31500,33507,32707,28870,17343,19398,19162,22046,19876,22641,24017,21377,17014,15632,13177,12649,12851,12246,12643,12518,13310,12832,12906,12226,13812,12765,12990,12569,11861,11311,11645,11838,11576
Poland,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Oil products,Total final consumption (ktoe),6950,7982,8962,9526,10667,11371,12118,12709,12632,13004,11771,11252,11871,12228,12293,12944,12997,13399,13273,10937,10784,11064,11812,12239,12969,14828,16311,17021,17825,17513,16951,16922,17913,19117,19748,20989,21944,22247,22388,23244,23068,21847,20805,20909,22203,24434,27892,28421
Poland,Natural gas,Total final consumption (ktoe),3485,3797,4421,4720,5221,5671,5933,6392,6765,6964,6697,6764,6744,7018,7229,8127,8228,8379,8194,7689,6878,6692,6853,7465,7964,7990,8482,8153,7740,8158,8475,8164,9087,9506,9934,10055,10064,10207,9828,10545,10356,10769,10824,10409,10609,11334,11365,11334
Poland,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Renewables and waste,Total final consumption (ktoe),907,991,811,812,850,886,772,714,718,762,1056,938,913,1084,1161,1695,1694,1709,1674,1631,1509,1538,4039,4041,4422,4190,4044,3695,3539,3602,3811,3888,3952,4013,3997,4248,4171,4572,4922,5623,5920,5800,6062,5801,5923,6160,6541,6895
Poland,Electricity,Total final consumption (ktoe),4217,4585,5008,5428,5943,6320,6693,7009,7079,7311,6885,6946,7294,7595,7918,8281,8656,8897,8857,8275,7687,7366,7443,7337,7712,8160,8304,8319,8220,8433,8446,8337,8659,8959,9029,9513,9810,10076,9656,10206,10446,10505,10624,10778,10990,11422,11676,12078
Poland,Heat,Total final consumption (ktoe),11365,12150,12333,13259,13751,15119,15997,17077,18059,18015,16799,16690,17053,17663,18417,18024,17997,17125,16412,15563,15469,14494,12717,11894,8817,9328,8657,8069,7618,6886,7556,7112,7390,6743,6634,6725,6250,6058,6018,6547,5820,5984,5954,5447,5462,5669,5817,5595
Poland,Total,Total final consumption (ktoe),55909,58136,60555,63098,66684,70715,72782,75240,76013,78012,73352,73672,72359,74656,77301,80572,83078,82215,77279,61438,61724,60317,64911,62852,64524,68514,67174,62271,60574,57769,57888,57274,59247,60980,61861,64841,65071,66067,65038,69977,68375,67895,66838,65205,66499,70665,75128,75899
Portugal,"Coal, peat and oil shale",Total final consumption (ktoe),380,240,240,216,241,223,264,283,269,250,206,189,242,285,453,568,605,671,703,646,661,634,608,619,579,645,517,449,436,475,195,177,138,87,17,27,168,71,23,50,20,20,18,14,13,13,11,10
Portugal,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Oil products,Total final consumption (ktoe),3446,3828,4212,4347,4518,4716,5009,5231,5528,5771,5767,6401,5989,6270,6044,6343,6685,7492,7840,8357,8367,8836,8848,9416,9699,10170,10886,11784,11876,12225,12234,12338,12215,12441,12263,11242,11475,10755,10187,10123,9386,8212,8109,8249,8190,8044,8220,7754
Portugal,Natural gas,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,234,489,790,1040,1183,1206,1281,1307,1339,1440,1445,1438,1564,1644,1615,1567,1548,1615,1636,1741,1796
Portugal,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Renewables and waste,Total final consumption (ktoe),620,605,580,580,575,570,600,667,696,636,654,685,718,714,816,895,915,923,1750,2338,2316,2302,2305,2340,2416,2340,2409,2403,2422,2434,2425,2484,2491,2502,2563,2659,2761,2763,2842,2581,2606,2218,2287,2218,2239,2259,2247,2290
Portugal,Electricity,Total final consumption (ktoe),590,639,703,769,797,859,965,1048,1150,1233,1244,1318,1390,1433,1517,1596,1671,1787,1895,2024,2138,2206,2234,2318,2477,2599,2746,2910,3106,3299,3434,3566,3711,3841,3983,4107,4215,4158,4115,4290,4159,3976,3891,3886,3939,3989,4010,4124
Portugal,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,21,41,36,29,35,33,32,33,30,34,28,28,31,34,35,36,51,67,80,86,134,162,200,226,258,328,331,338,316,313,338,334,345,352,270,244,211,206,230
Portugal,Total,Total final consumption (ktoe),5037,5312,5735,5913,6132,6368,6838,7228,7644,7912,7912,8629,8368,8738,8862,9434,9909,10903,12222,13394,13510,14010,14030,14728,15207,15805,16670,17861,18415,19358,19490,19948,19988,20408,20460,19704,20397,19508,18917,18946,18149,16386,16224,16185,16240,16152,16435,16205
Slovak Republic,"Coal, peat and oil shale",Total final consumption (ktoe),3596,3716,3845,3696,3854,3591,3569,3845,3729,4091,3849,4095,3992,4445,4331,3786,4113,4514,4228,4113,3485,2872,2769,2343,2182,2091,1836,1605,1339,1413,1291,1360,1250,1345,1140,1184,1229,1312,1389,1178,1183,982,1026,967,889,848,892,933
Slovak Republic,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,24,23,20,20,20,20,20,21,20,20,12,7,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,Oil products,Total final consumption (ktoe),3377,3459,3832,3930,3987,4171,4264,4470,4646,5014,4890,4185,4193,4064,4004,3887,3858,3763,4623,4878,3908,3369,2208,2468,2460,2563,2971,2995,2943,3010,2768,3193,2920,2883,2997,3009,3176,3318,2895,3071,2997,2828,2745,2676,2741,2927,3347,3605
Slovak Republic,Natural gas,Total final consumption (ktoe),1177,1278,1404,1712,1960,2164,2459,2755,2964,1631,1695,1767,1817,2061,2118,2270,2396,2360,2666,3915,3271,3641,3470,3241,3539,3843,3798,3976,4076,4167,4346,4131,3893,3659,4313,4000,3824,3904,3240,3702,3316,3141,3387,2756,2866,2902,3135,3099
Slovak Republic,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,Renewables and waste,Total final consumption (ktoe),211,213,189,172,175,184,175,189,180,181,174,157,137,133,144,143,150,154,139,174,148,123,330,422,200,290,315,274,302,320,331,261,307,337,348,336,447,447,569,562,572,469,518,653,810,761,786,821
Slovak Republic,Electricity,Total final consumption (ktoe),926,980,1058,1109,1111,1177,1245,1278,1417,1636,1660,1665,1711,1761,1844,1892,1955,2007,2080,2013,1879,1748,1739,1748,1868,2019,1964,1805,1956,1893,2017,1957,1976,2066,1965,2034,2113,2129,1986,2075,2133,2058,2157,2077,2096,2148,2219,2230
Slovak Republic,Heat,Total final consumption (ktoe),506,517,528,538,549,560,571,584,595,450,445,455,478,498,543,559,600,597,609,648,667,659,642,596,722,842,739,790,637,619,1057,1021,1026,1004,951,829,742,714,769,851,767,763,743,610,632,670,669,561
Slovak Republic,Total,Total final consumption (ktoe),9794,10164,10856,11158,11635,11847,12284,13121,13532,13027,12736,12346,12349,12982,13003,12556,13093,13416,14365,15752,13365,12413,11159,10818,10972,11648,11623,11445,11252,11422,11813,11925,11377,11293,11714,11393,11532,11824,10847,11439,10968,10241,10575,9739,10034,10256,11048,11249
Slovenia,"Coal, peat and oil shale",Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,234,248,187,140,130,112,114,89,64,86,91,87,106,116,108,105,100,103,86,60,54,58,56,53,52,46,42,46,48
Slovenia,"Crude, NGL and feedstocks",Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Oil products,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1495,1555,1462,1766,1905,2119,2505,2502,2411,2447,2334,2422,2368,2405,2491,2520,2607,2554,2970,2536,2566,2546,2474,2322,2294,2257,2378,2399,2414
Slovenia,Natural gas,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,715,668,567,560,602,661,665,716,731,761,686,714,688,756,768,791,770,776,736,664,699,583,552,545,523,563,604,615,603
Slovenia,Nuclear,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,Renewables and waste,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,263,264,262,261,260,260,260,260,260,223,435,425,397,429,440,452,440,433,440,628,681,670,663,705,618,653,667,659,678
Slovenia,Electricity,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,795,763,728,731,793,803,817,847,868,891,905,941,1005,1036,1079,1096,1132,1140,1101,971,1027,1075,1069,1073,1071,1100,1120,1163,1179
Slovenia,Heat,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,192,209,189,193,189,208,226,212,213,207,195,197,185,189,195,196,190,170,184,179,192,191,183,183,154,169,175,181,175
Slovenia,Total,Total final consumption (ktoe),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3693,3706,3395,3651,3879,4164,4587,4627,4546,4614,4646,4786,4749,4930,5081,5159,5240,5177,5518,5038,5219,5122,4996,4882,4712,4788,4986,5063,5098
Spain,"Coal, peat and oil shale",Total final consumption (ktoe),4736,4791,4160,3465,3432,3119,2972,2525,2660,2775,3449,4052,4185,4064,4495,4150,3959,3872,3873,3395,3696,3445,2547,2363,1942,1708,1658,1451,1270,1366,1535,1571,1632,1629,1473,1463,1566,1416,931,1023,1258,896,1105,763,674,690,1013,886
Spain,"Crude, NGL and feedstocks",Total final consumption (ktoe),0,0,113,86,67,68,66,62,69,62,69,75,79,78,84,91,66,54,37,29,26,20,15,16,14,13,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,0,0,0,0
Spain,Oil products,Total final consumption (ktoe),23824,24270,28745,30453,30367,33271,34462,35962,38310,36672,34035,32217,32788,32628,32353,32336,33295,37492,37084,38124,39865,40555,39772,42645,44646,44165,46241,49525,49976,52148,53801,53933,56200,57411,57824,57106,58144,55154,50995,49972,46331,41811,39872,38475,40199,41983,42791,43774
Spain,Natural gas,Total final consumption (ktoe),166,312,448,486,566,652,736,853,832,720,763,856,995,1192,1371,1619,2053,2784,3877,4325,4813,5233,5398,5504,6807,7403,8271,9196,10063,12294,13480,14142,15793,16812,18133,15599,16183,15071,13381,14817,14486,14989,15257,14780,13576,13890,13923,14735
Spain,Nuclear,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Renewables and waste,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,168,211,238,219,264,302,327,356,372,3004,3946,3704,3379,3396,3410,3334,3353,3372,3511,3530,3470,3487,3595,3659,3689,3793,4007,4284,4417,5017,5384,5834,6323,5073,5130,5317,5550,5806,6254
Spain,Electricity,Total final consumption (ktoe),4064,4562,5076,5564,5753,6257,6508,6902,7368,7719,7814,7850,8220,8606,8842,9031,9391,9816,10527,10817,11061,11244,11237,11777,12116,12655,13674,14202,15241,16205,17279,17671,18736,19834,20827,21163,21564,21934,20617,21049,20938,20658,19784,19510,19952,19993,20559,20504
Spain,Heat,Total final consumption (ktoe),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Total,Total final consumption (ktoe),32790,33935,38541,40053,40185,43367,44744,46303,49240,48115,46341,45289,46486,46832,47446,47553,49120,54390,58403,60635,63166,63876,62364,65715,68859,69298,73229,77898,80092,85494,89594,90923,96032,99387,102063,99351,101752,98005,90955,92257,88858,84688,81103,78665,79717,82106,84091,86153
